OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,NOTES,TENANT,LABEL,DPP_ASSET_ID,PPR_USE,Shape__Area,Shape__Length
694,Jerome Brown/Kenderton Playground Building,Jerome Brown/Kenderton Playground Building,Jerome Brown/Kenderton Playground,1987 W ONTARIO ST,BUILDING,PROGRAM,2449.68009651,0.05623714,19140,"Jerome Brown, Kenderton",NO_MAP,NOT_SITE,  ,770,RECREATION_SITE,388.3515625,76.7323318128928
695,The Bathey,The Bathey,East Fairmount Park,3600 FERRY RD,BUILDING,NO_PROGRAM,3356.36959104,0.07705195,19129,"The Trolley Car Café; Ferry Road Tool House",NO_MAP,NOT_SITE,The Bathey,1047,HISTORIC_HOUSE,532.1171875,102.836289197259
696,Harry S. McDevitt Playground Building,Harry S. McDevitt Playground Building,Harry S. McDevitt Playground,3580 SCOTTS LN,BUILDING,PROGRAM,12183.51288522,0.27969609,19129,,NO_MAP,NOT_SITE,,777,RECREATION_SITE,1931.65625,197.874296275007
697,Button,Button,East Fairmount Park,4553 KELLY DR,BUILDING,NO_PROGRAM,2534.66396262,0.05818811,19129,The Button,NO_MAP,NOT_SITE,Button,1048,HISTORIC_HOUSE,401.890625,86.2144655874763
698,Button Shed,Button Shed,East Fairmount Park,4553 KELLY DR,BUILDING,NO_PROGRAM,153.8910785,0.00353287,19129,The Button,NO_MAP,NOT_SITE,,1524,SHED,24.40234375,19.976069755092
699,Gustine Recreation Center Tennis Building,Gustine Recreation Center Tennis Building,Gustine Recreation Center,4700 RIDGE AVE,BUILDING,NO_PROGRAM,61311.96375427,1.40753464,19129,"Gustine Lake Rec Center; Arthur Ashe",NO_MAP,NOT_SITE,,1049,ATHLETIC,9722.00390625,433.639342670858
700,Philadelphia Canoe Club,Philadelphia Canoe Club,East Fairmount Park,4902 RIDGE AVE,BUILDING,NO_PROGRAM,3662.95176651,0.08409014,19128,Colony Castle,NO_MAP,NOT_SITE,Phila Canoe Club,1050,BOATHOUSE,580.8359375,110.812545941692
701,Phila Canoe Club Open Shed,Phila Canoe Club Open Shed,East Fairmount Park,4902 RIDGE AVE,BUILDING,NO_PROGRAM,566.65541871,0.01300867,19128, ,NO_MAP,NOT_SITE,,1525,SHED,89.85546875,37.9273487532436
702,Gustine Recreation Center Building,Gustine Recreation Center Building,Gustine Recreation Center,4842 RIDGE AVE,BUILDING,PROGRAM,15098.69180636,0.34661966,19129,Gustine Lake Rec Center,NO_MAP,NOT_SITE,,1051,RECREATION_SITE,2394.16796875,206.491757477285
703,Phila Canoe Club Wood Canoe Shed,Phila Canoe Club Wood Canoe Shed,East Fairmount Park,4902 RIDGE AVE,BUILDING,NO_PROGRAM,1281.50116612,0.02941934,19128, ,NO_MAP,NOT_SITE,,1526,SHED,203.203125,63.403835207707
704,Phila Canoe Club Stone Garage,Phila Canoe Club Stone Garage,East Fairmount Park,4902 RIDGE AVE,BUILDING,NO_PROGRAM,763.92620113,0.0175374,19128, ,NO_MAP,NOT_SITE,,2866,OPERATIONS_MAINTENANCE_STORAGE,121.140625,44.8725828674749
705,Carmella A. DiTizio Playground Building,Carmella A. DiTizio Playground Building,Carmella A. DiTizio Playground,2150 WALEKING ST,BUILDING,PROGRAM,3445.43942977,0.07909672,19124,"Carmella Playground, Whitehall Playground",NO_MAP,NOT_SITE,,225,RECREATION_SITE,546.30078125,129.409108802253
706,Piccoli Playground Building,Piccoli Playground Building,Piccoli Playground,1501 E BRISTOL ST,BUILDING,PROGRAM,2807.88786185,0.06446049,19124, ,NO_MAP,NOT_SITE,,594,RECREATION_SITE,445.234375,110.546842919144
707,Logan House,Logan House,Hunting Park,4101 OLD YORK RD,BUILDING,NO_PROGRAM,1783.37790746,0.04094089,19140, ,NO_MAP,NOT_SITE,Logan House,1052,HISTORIC_HOUSE,282.796875,67.6085355313914
708,Juniata Golf Course Clubhouse,Juniata Golf Course Clubhouse,Tacony Creek Park,1299 E CAYUGA ST,BUILDING,NO_PROGRAM,9750.30594751,0.22383712,19124, ,NO_MAP,NOT_SITE,,1655,GOLF,1546.11328125,193.424636289838
709,Joseph A. Ferko Playground Building,Joseph A. Ferko Playground,Tacony Creek Park,1223 E CAYUGA ST,BUILDING,PROGRAM,13511.24785423,0.31017681,19124,"Juniata Park, Ferko Playground",NO_MAP,NOT_SITE,,848,RECREATION_SITE,2142.51171875,193.759143229949
710,Wissahickon Hall Shed,Wissahickon Hall Shed,Wissahickon Valley Park,4180 GYPSY LN,BUILDING,NO_PROGRAM,180.41893664,0.00414187,19129,Fairmount Park Operations,NO_MAP,NOT_SITE,,2876,SHED,28.609375,22.5887721228816
711,Wissahickon Hall,Wissahickon Hall,Wissahickon Valley Park,4180 GYPSY LN,BUILDING,NO_PROGRAM,2939.70987022,0.06748672,19129,Fairmount Park Operations,MAP,NOT_SITE,Wissahickon Hall,1054,HISTORIC_HOUSE,466.203125,102.585167683235
712,Hunting Park Maintenance Building,Hunting Park Maintenance Building,Hunting Park,1150 W HUNTING PARK AVE,BUILDING,NO_PROGRAM,1247.66386218,0.02864254,19140, ,NO_MAP,NOT_SITE,,1055,OPERATIONS_MAINTENANCE_STORAGE,197.859375,56.2972240059023
713,Hunting Park Concessions Building,Hunting Park Recreation Center,Hunting Park,1099 W HUNTING PARK AVE,BUILDING,NO_PROGRAM,1773.93010708,0.04072399,19140,Hunting Park Concession Stand,NO_MAP,NOT_SITE,,1056,CONCESSIONS_RETAIL_CAFE,281.31640625,70.832281450454
714,Hunting Park Recreation Center Building,Hunting Park Recreation Center,Hunting Park,1150 W HUNTING PARK AVE,BUILDING,PROGRAM,8203.35516518,0.18832387,19140, ,NO_MAP,NOT_SITE,,1057,RECREATION_SITE,1300.94140625,162.805397015596
715,Victor J. Moss Memorial Field Building,Victor J. Moss Memorial Field Building,Victor J. Moss Memorial Field,5700 TORRESDALE AVE,BUILDING,PROGRAM,2607.03280293,0.05984948,19135,Moss Playground,NO_MAP,NOT_SITE,,4,RECREATION_SITE,413.41796875,89.5646036747003
716,Fernhill Park Picnic Pavilion and Bathrooms,Fernhill Park,Fernhill Park,500 W ABBOTTSFORD AVE,BUILDING,NO_PROGRAM,922.05859483,0.02116764,19144, ,NO_MAP,NOT_SITE,,1529,PAVILION_SHELTER,146.234375,50.7225069780328
717,Fernhill Daycamp Building,Fernhill Park,Fernhill Park,4600 MORRIS ST,BUILDING,PROGRAM,1284.93207324,0.0294981,19144, ,NO_MAP,NOT_SITE,,1058,RECREATION_SITE,203.78515625,70.5598010114596
718,David Montgomery Field Building and Bathrooms,David Montgomery Field,Wissahickon Valley Park,5366 HERMIT LN,BUILDING,PROGRAM,1676.54953461,0.03848844,19128,Daisy Day Camp,NO_MAP,NOT_SITE,,739,RECREATION_SITE,265.91015625,70.9761796498533
719,American Legion Playground Building,American Legion Playground Building,American Legion Playground,6201 TORRESDALE AVE,BUILDING,PROGRAM,2790.13498654,0.06405294,19135, ,NO_MAP,NOT_SITE,,147,RECREATION_SITE,442.48828125,86.3435333623143
720,Feltonville Recreation Center Building 2,Feltonville Recreation Center Building 2,Feltonville Recreation Center,283 E WYOMING AVE,BUILDING,NO_PROGRAM,6212.93266891,0.14262988,19120, ,NO_MAP,NOT_SITE,,1059,RECREATION_SITE,985.40625,149.917240960919
721,Feltonville Recreation Center Building 1,Feltonville Recreation Center Building 1,Feltonville Recreation Center,283 E WYOMING AVE,BUILDING,PROGRAM,11734.87101341,0.26939665,19120, ,NO_MAP,NOT_SITE,,1205,RECREATION_SITE,1861.20703125,179.294146768969
722,Lauretha Vaird Boys/Girls Club Rec Center Building,Lauretha Vaird Boys/Girls Club,Tacony Creek Park,4800 WHITAKER AVE,BUILDING,PROGRAM,12438.47039695,0.28554913,19120,Tabor Rams Club,NO_MAP,NOT_SITE,,1060,RECREATION_SITE,1972.8359375,213.048929256491
723,Simpson Playground Building,Simpson Playground Building,Simpson Playground,1010 ARROTT ST,BUILDING,PROGRAM,10630.74624834,0.24404933,19124,Simpson Recreation Center,NO_MAP,NOT_SITE,,518,RECREATION_SITE,1686.10546875,206.69612327986
724,Hermitage,Hermitage,Wissahickon Valley Park,718 HERMIT LN,BUILDING,NO_PROGRAM,3038.90992656,0.06976405,19128,The Hermitage,NO_MAP,NOT_SITE,Hermitage,1061,HISTORIC_HOUSE,482.03515625,88.766214082055
725,Frank J.G. Dorsey Memorial Playground Building,Frank J.G. Dorsey Memorial Playground Building,Frank J.G. Dorsey Memorial Playground,6501 HEGERMAN ST,BUILDING,PROGRAM,2080.4263509,0.04776021,19135,Dorsey Playground,NO_MAP,NOT_SITE,,337,RECREATION_SITE,329.9609375,83.6958339850359
726,Happy Hollow Playground Building,Happy Hollow Playground Building,Happy Hollow Playground,4800 WAYNE AVE,BUILDING,NO_PROGRAM,5243.94368884,0.12038486,19144, ,NO_MAP,NOT_SITE,,1530,RECREATION_SITE,831.77734375,121.65923449364
727,Happy Hollow Recreation Center Building,Happy Hollow Recreation Center Building,Happy Hollow Playground,4800 WAYNE AVE,BUILDING,PROGRAM,4388.61761171,0.1007492,19144, ,NO_MAP,NOT_SITE,,1118,RECREATION_SITE,696.10546875,133.03160810737
728,Stenton Park Playground Building,Stenton Park Playground Building,Stenton Park Playground,4600 N 16TH ST,BUILDING,PROGRAM,2950.65700169,0.06773803,19140, ,NO_MAP,NOT_SITE,,928,RECREATION_SITE,468.0234375,97.2351351668581
729,Loudoun Mansion,Loudoun Mansion Grounds,Loudoun Park,4650 GERMANTOWN AVE,BUILDING,NO_PROGRAM,3396.42892496,0.07797159,19144, ,NO_MAP,NOT_SITE,Loudoun Mansion,1062,HISTORIC_HOUSE,538.7578125,101.725659732544
730,Joseph C. McIlvain Playground Building 2,Joseph C. McIlvain Playground Building 2,Joseph C. McIlvain Playground,5200 N PENN ST,BUILDING,PROGRAM,2483.32754258,0.05700958,19124,Frankford Playground,NO_MAP,NOT_SITE,,1531,RECREATION_SITE,393.87890625,81.5192850949026
731,Loudoun Mansion Caretakers Residence,Loudoun Mansion Grounds,Loudoun Park,4650 GERMANTOWN AVE,BUILDING,NO_PROGRAM,1020.34138432,0.02342391,19144, ,NO_MAP,NOT_SITE,,1532,HISTORIC_HOUSE,161.85546875,53.8640426722241
732,Joseph C. McIlvain Playground Building 1,Joseph C. McIlvain Playground Building 1,Joseph C. McIlvain Playground,5200 N PENN ST,BUILDING,NO_PROGRAM,1212.83662433,0.02784301,19124,Frankford Playground,NO_MAP,NOT_SITE,,61,RECREATION_SITE,192.38671875,59.2892536016759
733,Wissinoming Playground Building,Wissinoming Playground Building,Wissinoming Playground,4043 E CHELTENHAM AVE,BUILDING,PROGRAM,1628.01939132,0.03737433,19135, ,NO_MAP,NOT_SITE,,545,RECREATION_SITE,258.2421875,82.4995562201656
734,Rittenhouse Building 210,Historic Rittenhouse Town,Wissahickon Valley Park,280 RITTENHOUSETOWN LN,BUILDING,NO_PROGRAM,1335.89894277,0.03066814,19144,Rittenhouse Town #210,NO_MAP,NOT_SITE,,1063,HISTORIC_HOUSE,211.92578125,65.0578371035868
735,Solly Quarrantine Stable,Solly Quarrantine Stable,Pennypack Park,8245 TABOR AVE,BUILDING,NO_PROGRAM,669.94326838,0.01537984,19111, ,NO_MAP,NOT_SITE,,3020,STABLES,106.41015625,41.8438957174913
736,Solly Stable,Solly Stable,Pennypack Park,8245 TABOR AVE,BUILDING,NO_PROGRAM,4681.44156712,0.10747154,19111, ,NO_MAP,NOT_SITE,Solly Stable,1585,STABLES,743.62890625,128.60465882534
737,Fox Chase Recreation Center Building,Fox Chase Recreation Center Building,Fox Chase Recreation Center,7976 ROCKWELL AVE,BUILDING,PROGRAM,14220.47855018,0.32645857,19111,Fox Chase Playground,NO_MAP,NOT_SITE,,1099,RECREATION_SITE,2258.921875,228.389898320153
738,Bells Mill Road Comfort Station,Bells Mill Road Comfort Station,Wissahickon Valley Park,230 BELLS MILL RD,BUILDING,NO_PROGRAM,255.89167063,0.00587449,19118, ,NO_MAP,NOT_SITE,,1313,RESTROOMS,40.65234375,25.603529343958
739,Pennypack Storage Building Ruins,Pennypack Storage Building Ruins,Pennypack Park, ,BUILDING,NO_PROGRAM,1324.65516541,0.03041002,19152, ,NO_MAP,NOT_SITE,,3487,OPERATIONS_MAINTENANCE_STORAGE,210.421875,58.5548778759013
740,Wissahickon EEC Building,Wissahickon Environmental Education Center,Wissahickon Valley Park,300 W NORTHWESTERN AVE,BUILDING,NO_PROGRAM,2077.95744015,0.04770353,19128,"Tree House; Andorra Nature Center",NO_MAP,NOT_SITE,,1589,ENVIRONMENTAL_EDUCATION_CENTER,330.15234375,77.7048437705128
741,Maternity B.V.M. Roman Catholic Church,Maternity B.V.M. Roman Catholic Church,Pennypack Park,1800 WINCHESTER AVE,BUILDING,NO_PROGRAM,3906.62245145,0.08968407,19115, ,NO_MAP,NOT_SITE,,2860,HISTORIC_HOUSE,620.62109375,101.574331874251
742,Dorothy Emanuel Recreation Center Building,Dorothy Emanuel Recreation Center Building,Dorothy Emanuel Recreation Center,8500 PICKERING AVE,BUILDING,PROGRAM,20384.44259601,0.46796428,19150,Dorothy Emanuel Recreation and Teen Center,NO_MAP,NOT_SITE,Emanuel,931,RECREATION_SITE,3238.74609375,255.564537262226
743,Dorothy Emanuel Recreation Center Building 2,Dorothy Emanuel Recreation Center Building 2,Dorothy Emanuel Recreation Center,8500 PICKERING AVE,BUILDING,NO_PROGRAM,1707.50173954,0.039199,19150,Dorothy Emanuel Recreation and Teen Center,NO_MAP,NOT_SITE,,1590,OTHER,271.296875,65.9542661474744
744,Cedars House,Andorra Natural Area,Wissahickon Valley Park,9750 FORBIDDEN DR,BUILDING,NO_PROGRAM,1508.96958057,0.03464131,19128,Cedars House Café,NO_MAP,NOT_SITE,Cedars House,1591,HISTORIC_HOUSE,239.75390625,76.381575219628
745,Krewstown Road House,Krewstown Road House,Pennypack Park,8650 KREWSTOWN RD,BUILDING,NO_PROGRAM,961.96722952,0.02208382,19115, ,NO_MAP,NOT_SITE,,1100,HISTORIC_HOUSE,152.83203125,52.210633960668
746,Krewstown Stables Barn,Krewstown Stables Barn,Pennypack Park,8650 KREWSTOWN RD,BUILDING,NO_PROGRAM,12005.52405155,0.27561001,19115, ,NO_MAP,NOT_SITE,Krewstown Stables,651,BARN,1907.40625,261.463163699191
747,Northwestern Stables,Northwestern Stables,Wissahickon Valley Park,120 NORTHWESTERN AVE,BUILDING,NO_PROGRAM,40777.43324556,0.9361248,19118,Harper's Meadow,MAP,NOT_SITE,Northwestern Stables,619,STABLES,6479.50390625,683.028715722257
748,Chalfont Playground Building,Chalfont Playground Building,Chalfont Playground,4200 DEERPATH LN,BUILDING,PROGRAM,4371.73681554,0.10036167,19154,Chalfont & Deerpath Playground ,NO_MAP,NOT_SITE,,43,RECREATION_SITE,694.5703125,127.278509250235
749,Ruin Behind Kelter House,Clifford Park,Wissahickon Valley Park,6239 WISSAHICKON AVE,BUILDING,NO_PROGRAM,2120.67013284,0.04868408,19144, ,NO_MAP,NOT_SITE,,2868,HISTORIC_HOUSE,336.484375,86.7695921090688
750,Zeihler Playground Building,Zeihler Playground Building,Ziehler Playground,5530 B ST,BUILDING,PROGRAM,5900.56056287,0.13545877,19120, ,NO_MAP,NOT_SITE,,932,RECREATION_SITE,936.203125,138.319337882124
751,Senator William Vincent Mullin Playground Building,Senator William Vincent Mullin Playground Building,Senator William Vincent Mullin Playground,4301 PRINCETON AVE,BUILDING,PROGRAM,1408.76152518,0.03234084,19135,Mullin Playground,NO_MAP,NOT_SITE, ,519,RECREATION_SITE,223.51171875,60.0587102117926
752,Monastery Stable Barn,Monastery Stable Barn,Wissahickon Valley Park,1091 KITCHENS LN,BUILDING,NO_PROGRAM,6154.51777922,0.14128885,19119, ,NO_MAP,NOT_SITE,,1074,BARN,976.55859375,164.661327786323
753,Kitchens Lane Comfort Station,Kitchens Lane Comfort Station,Wissahickon Valley Park,5941 FORBIDDEN DR,BUILDING,NO_PROGRAM,261.97605699,0.00601417,19128, ,NO_MAP,NOT_SITE,,1545,RESTROOMS,41.5703125,25.8003762374733
754,Monastery,Monastery,Wissahickon Valley Park,1091 KITCHENS LN,BUILDING,NO_PROGRAM,2547.37791246,0.05847998,19119, ,NO_MAP,NOT_SITE,,1075,HISTORIC_HOUSE,404.19921875,90.631085266379
755,Vernon Park Building 2,Vernon Park Building 2,Vernon Park,5754 GERMANTOWN AVE,BUILDING,NO_PROGRAM,3384.30807256,0.07769333,19144,Vernon House,NO_MAP,NOT_SITE,,1076,RECREATION_SITE,536.9921875,116.987540971191
756,Susan Gorgas Park Building 2,Susan Gorgas Park Building 2,Susan Gorgas Park,6424 RIDGE AVE,BUILDING,NO_PROGRAM,1342.33505737,0.0308159,19128,Gorgas Park,NO_MAP,NOT_SITE,,1546,MULTI_USE,212.98828125,71.7722580262389
757,Vernon Park Building 1,Vernon Park Building 1,Vernon Park,88 W RITTENHOUSE ST,BUILDING,PROGRAM,9952.32232222,0.2284748,19144,Vernon Library,NO_MAP,NOT_SITE,,1679,RECREATION_SITE,1579.1875,226.737533220655
758,Kitchens Lane House,Kitchens Lane House,Wissahickon Valley Park,1073 KITCHENS LN,BUILDING,NO_PROGRAM,1179.11316846,0.02706882,19119, ,NO_MAP,NOT_SITE,,1547,MULTI_USE,187.109375,60.2563926399126
759,Kitchens Lane Springhouse,Kitchens Lane Springhouse,Wissahickon Valley Park,1073 KITCHENS LN,BUILDING,NO_PROGRAM,435.65600393,0.01000133,19119, ,NO_MAP,NOT_SITE,,1548,HISTORIC_HOUSE,69.12890625,35.5161413158136
760,Kitchens Lane Barn,Kitchens Lane Barn,Wissahickon Valley Park,1083 KITCHENS LN,BUILDING,NO_PROGRAM,959.08708388,0.0220177,19119, ,NO_MAP,NOT_SITE,,1549,BARN,152.19140625,51.4762148524993
761,Rising Sun Office Building,Rising Sun Office,Tacony Creek Park,5658 RISING SUN AVE,BUILDING,NO_PROGRAM,6091.37368201,0.13983926,19120,"District #5 Satellite; Tacony Maintenance",NO_MAP,NOT_SITE,,1077,MULTI_USE,966.578125,128.41303805204
762,A. Albert Cherashore Playground Building,A. Albert Cherashore Playground Building,A. Albert Cherashore Playground,851 W OLNEY AVE,BUILDING,PROGRAM,2520.90779139,0.05787231,19141,Cherashore Playground,NO_MAP,NOT_SITE,,588,RECREATION_SITE,400.03515625,83.9985917419641
763,Morton Playground Building,Morton Playground Building,Morton Playground,88 E HAINES ST,BUILDING,PROGRAM,2306.34235976,0.05294655,19144, ,NO_MAP,NOT_SITE,  ,613,RECREATION_SITE,365.98828125,77.9281843641513
764,Holmesburg Recreation Center Building,Holmesburg Recreation Center,Holmesburg Recreation Center,4500 RHAWN ST,BUILDING,PROGRAM,4680.45626544,0.10744892,19136,Crispin School,NO_MAP,NOT_SITE,,1078,RECREATION_SITE,742.671875,109.387724840816
765,Max Myers Playground Building,Max Myers Playground Building,Max Myers Playground ,1805 HELLERMAN ST,BUILDING,PROGRAM,7248.42366474,0.16640158,19149, ,NO_MAP,NOT_SITE,,392,RECREATION_SITE,1150.2109375,174.093689079159
766,Max Myers Pool Maintenance Building,Max Myers Pool Maintenance Building,Max Myers Playground ,1805 HELLERMAN ST,BUILDING,NO_PROGRAM,1381.22811387,0.03170876,19149, ,NO_MAP,NOT_SITE,,1550,OPERATIONS_MAINTENANCE_STORAGE,219.18359375,60.1528288698053
767,Hammond & Nedro Fields Building,Hammond & Nedro Fields,Tacony Creek Park,5901 HAMMOND AVE,BUILDING,PROGRAM,1483.80036703,0.03406351,19120,,NO_MAP,NOT_SITE,,1551,RECREATION_SITE,235.4609375,70.4302328629443
768,Max Myers Field Building,Max Myers Field Building,Max Myers Playground ,1800 MAGEE AVE,BUILDING,NO_PROGRAM,2276.33758127,0.05225773,19149, ,NO_MAP,NOT_SITE,,1553,RECREATION_SITE,361.21875,79.6932574542986
769,Belfield Recreation Center Building,Belfield Recreation Center,Belfield Recreation Center,2109 W CHEW AVE,BUILDING,PROGRAM,10516.28739051,0.2414217,19138, ,NO_MAP,NOT_SITE,,722,RECREATION_SITE,1668.9140625,169.575343211858
770,Mayfair Recreation Center Building 2,Mayfair Recreation Center Building 2,Mayfair Recreation Center,2901 PRINCETON AVE,BUILDING,NO_PROGRAM,2017.75509127,0.04632147,19149,Mayfair Playground,NO_MAP,NOT_SITE,,1554,RECREATION_SITE,320.1953125,74.3796585383789
771,Tarken Recreation Center Building,Tarken Recreation Center Building,Tarken Recreation Center,6350 FRONTENAC ST,BUILDING,PROGRAM,5113.5726903,0.11739195,19111, ,NO_MAP,NOT_SITE,,1705,RECREATION_SITE,811.50390625,145.79064453139
772,Mayfair Recreation Center Building 1,Mayfair Recreation Center Building 1,Mayfair Recreation Center,2901 PRINCETON AVE,BUILDING,PROGRAM,21098.90214795,0.48436608,19149,Mayfair Playground,NO_MAP,NOT_SITE,,380,RECREATION_SITE,3348.22265625,307.238591689923
773,Olney Recreation Center Building,Olney Recreation Center Building,Olney Recreation Center,6000 A ST,BUILDING,PROGRAM,19496.11035853,0.4475709,19120, ,NO_MAP,NOT_SITE,,878,RECREATION_SITE,3094.109375,332.50123035492
774,Fisher Park Recreation Center,Fisher Park Recreation Center,Fisher Park,610 W SPENCER ST,BUILDING,PROGRAM,3168.75085858,0.0727448,19120,Fisher Playground,NO_MAP,NOT_SITE,,1079,RECREATION_SITE,502.90625,111.220927061481
775,Salvatore Pachella Field Shelter and Bathrooms,Salvatore Pachella Memorial Field,Wissahickon Valley Park,6901 HENRY AVE,BUILDING,NO_PROGRAM,2739.71504465,0.06289545,19128,Pachella Field,NO_MAP,NOT_SITE,,1555,PAVILION_SHELTER,434.84375,83.4129681226693
776,Waterview Recreation Center Building,Waterview Recreation Center Building,Waterview Recreation Center,5826 MC MAHON AVE,BUILDING,PROGRAM,10941.3902775,0.25118076,19144,Waterview,NO_MAP,NOT_SITE,,800,RECREATION_SITE,1736.5703125,213.137206740891
777,Lincoln Pool Building,Lincoln Pool Building,Lincoln Pool,7437 ROWLAND AVE,BUILDING,PROGRAM,27226.81614289,0.62504419,19136,Mayfair Memorial Playground,NO_MAP,NOT_SITE,,269,POOL,4321.00390625,393.549291409908
778,Lawncrest Recreation Center Building 1,Lawncrest Recreation Center Building 1,Lawncrest Recreation Center,6030 RISING SUN AVE,BUILDING,PROGRAM,18667.49648469,0.42854847,19111, ,NO_MAP,NOT_SITE,,35,RECREATION_SITE,2962.8515625,239.796854890766
779,Rocky Falls Day Camp Building,Frankford & Solly Playground,Pennypack Park,8318 FRANKFORD AVE,BUILDING,PROGRAM,1968.70605633,0.04519545,19136, ,NO_MAP,NOT_SITE,Rocky Falls Day Camp ,1081,RECREATION_SITE,312.45703125,73.4618346626483
780,Lawncrest Recreation Center Pool Building,Lawncrest Recreation Center Pool Building,Lawncrest Recreation Center,6000 RISING SUN AVE,BUILDING,NO_PROGRAM,3896.59485337,0.08945387,19111, ,NO_MAP,NOT_SITE,,1556,OPERATIONS_MAINTENANCE_STORAGE,618.46484375,99.5629613175451
781,Daniel E. Rumph II Recreation Center Building 1,Daniel E. Rumph II Recreation Center Building 1,Daniel E. Rumph II Recreation Center,108 E JOHNSON ST,BUILDING,PROGRAM,8289.25673167,0.19029591,19144,Mallery,NO_MAP,NOT_SITE,Rumph,726,RECREATION_SITE,1315.7265625,171.217155965585
782,Daniel E. Rumph II Recreation Center Building 2,Daniel E. Rumph II Recreation Center Building 2,Daniel E. Rumph II Recreation Center,108 E JOHNSON ST,BUILDING,NO_PROGRAM,1517.94936183,0.03484746,19144,Mallery,NO_MAP,NOT_SITE,,3095,RECREATION_SITE,240.94140625,62.3909584815443
783,Lawncrest Recreation Center Building 4,Lawncrest Recreation Center Building 4,Lawncrest Recreation Center,6000 RISING SUN AVE,BUILDING,NO_PROGRAM,9372.34573104,0.21516031,19111, ,NO_MAP,NOT_SITE,,1082,RECREATION_SITE,1487.58203125,158.856714274045
784,Lawncrest Recreation Center Building 2,Lawncrest Recreation Center Building 2,Lawncrest Recreation Center,6000 RISING SUN AVE,BUILDING,NO_PROGRAM,5164.58517195,0.11856304,19111, ,NO_MAP,NOT_SITE,,1080,RECREATION_SITE,819.734375,148.485284795316
